francais	2	01 56 24 82 20	12 rue guisarde	6	la boussole	3.5	saint-germain-des-pres
salons de the  petit dejeuner & brunch  patisseries	2	01 45 44 67 56	47 rue de l'abbe gregoire	6	colorova patisserie	4.0	6eme
francais	2	01 45 44 27 49	65 rue rennes	6	au vieux colombier	3.5	6eme
indien	2	01 42 01 43 18	76 bd saint-michel	6	royal bombay	5.0	luxembourg
francais	3	01 43 26 36 36	8 rue de vaugirard	6	la ferrandaise	4.0	saint-michel odeon
francais  bistrot	3	01 40 46 06 88	7 rue lobineau	6	le p'tit fernand	4.0	saint-germain-des-pres
francais	3	01 56 24 24 34	26-28 rue des grands augustins	6	roger la grenouille	4.0	saint-michel odeon
francais	2	01 43 26 95 34	41 rue monsieur le prince	6	polidor	3.5	saint-michel odeon
italien	3	01 42 22 46 64	72 rue du cherche-midi	6	lancetta	4.0	6eme
pizza  pubs	2	01 56 81 13 13	17 rue de l'ancienne comedie	6	margherita	3.5	saint-michel odeon
francais  fruits de mer	3	01 40 46 79 00	13 rue de l'ancienne comedie	6	le procope	3.5	saint-michel odeon
americain traditionnel   burger  diner americain	2	01 45 48 94 40	5 rue du dragon	6	pdg - pretty damn good	3.5	saint-germain-des-pres
petit dejeuner & brunch  francais  bars a vins	2	01 45 48 53 78	73 rue de rennes	6	cafe cassette	3.5	6eme
cuisine du sud-ouest	3	01 42 38 33 49	16 rue gregoire de tours	6	plaisir gascon	5.0	saint-germain-des-pres
creperies  sandwichs  stands de restauration	1	06 06 06 06 06	10 place st michel	6	mich sandwiches	4.5	saint-michel odeon
italien  vegetarien	3	01 46 34 54 71	39 rue mazarine	6	sense eat	4.5	saint-germain-des-pres
indien	1	06 60 77 85 75	4 rue suger	6	new delhi's	5.0	saint-michel odeon
italien  pizza	2	01 43 26 42 68	22 rue des canettes	6	santa lucia	4.0	saint-germain-des-pres
japonais	4	01 46 34 25 88	8 rue suger	6	shu	4.5	saint-michel odeon
francais	4	01 58 00 23 42	41 rue saint andre des arts	6	allard	3.5	saint-michel odeon
mediterraneen  cuisine orientale  marocain	2	01 45 44 15 50	71 bd raspail	6	le tourne-bouchon	4.5	6eme
vietnamien  cuisine fusion asiatique	3	01 43 29 77 66	12 rue princesse	6	le palanquin	4.0	saint-germain-des-pres
glaces & yaourts glaces  macarons  creperies	1	01 43 26 57 46	4 rue de buci	6	amorino	4.0	saint-germain-des-pres
italien	2	01 42 22 51 96	11 bis rue saint-placide	6	villa medici da napoli	3.5	6eme
chinois  cuisines asiatiques	3	01 42 84 18 36	8 rue du sabot	6	taokan	4.0	saint-germain-des-pres
pubs  americain traditionnel	2	01 46 33 54 20	25 quai des grands augustins	6	the great canadian	3.5	saint-michel odeon
francais	2	09 50 79 99 67	16 rue littre	6	le petit littre	4.0	montparnasse
indien	3	01 43 26 44 91	14 rue dauphine	6	desi road	4.0	saint-michel odeon
bistrot  bars	3	01 43 54 96 91	16 carrefour de l'odeon	6	le hibou	3.0	saint-michel odeon
italien  pizza	3	01 45 48 10 08	48 rue du cherche-midi	6	pizza di gio	4.0	6eme
francais	2	01 44 07 17 63	11 rue guisarde	6	la bodega de la soif	4.5	saint-germain-des-pres
burger  pubs irlandais	2	01 43 29 64 50	13 quai des grands augustins	6	le galway irish pub	4.0	saint-michel odeon
italien  pizza	2	01 45 44 70 42	55 rue du cherche-midi	6	mamma roma	4.0	6eme
francais	3	01 43 54 26 64	4 rue hautefeuille	6	maison de la lozere	4.0	saint-michel odeon
francais	2	06 17 18 02 83	82 rue du cherche midi	6	le petit olivier	3.5	6eme
italien  sandwichs  petit dejeuner & brunch	1	01 45 48 19 90	12 rue notre dame des champs	6	panino rossi	4.5	6eme
francais  bistrot	3	01 45 49 24 88	54 rue d'assas	6	les bistronautes	4.0	6eme
francais	4	01 43 26 75 96	8 rue grands augustins	6	relais louis xiii	4.0	saint-michel odeon
vegetarien  vegetalien	2	01 43 26 03 24	6 rue cardinale	6	guenmai	4.0	saint-germain-des-pres
cuisines asiatiques	2	01 46 33 22 21	57 rue dauphine	6	xin gainian	4.0	saint-germain-des-pres
bars  cubain  bars a tapas	2	01 40 46 80 81	47 rue vavin	6	cubana cafe	3.0	montparnasse
burger	3	01 43 54 40 13	6 rue gregoire de tours	6	maison	4.0	saint-germain-des-pres
fast food	2	01 45 48 45 69	8 rue du cherche midi	6	la cuisine de bar	3.5	6eme
viandes	3	01 42 39 99 49	9 rue de l'Ecole de medecine	6	the butchers of paname	5.0	saint-michel odeon
pizza  italien	2	01 46 33 17 92	46 rue vavin	6	la mamma	3.5	6eme
francais  brasseries	3	01 42 01 84 31	103 bd du montparnasse	6	le montaigne	4.5	montparnasse
creperies	2	####	73 rue de seine	6	candelma	4.0	saint-germain-des-pres
traiteur  cuisine europeenne moderne	2	01 56 81 00 70	64 rue de seine	6	cococook	4.0	saint-germain-des-pres
francais	2	01 43 54 28 49	5 rue lobineau	6	le petit vatel	4.0	saint-germain-des-pres
libanais	2	01 40 56 30 01	9 boulevard du montparnasse	6	mazar	4.0	montparnasse
mexicain  fast food	2	01 42 38 42 73	6 rue de montfaucon	6	chipotle mexican grill	4.0	saint-germain-des-pres
creperies	1	09 51 37 75 41	26 rue saint-andre-des-arts	6	culture crepes	4.0	saint-michel odeon
francais	3	01 46 33 89 65	21 rue guisarde	6	l'enfance de lard	4.0	saint-germain-des-pres
argentin  glaces & yaourts glaces	2	09 84 04 00 66	46 rue madame	6	clasico argentino	3.5	6eme
japonais	3	01 43 54 65 19	2 bis rue des ciseaux	6	tsukizi	4.0	saint-germain-des-pres
desserts  salades  sandwichs	1	01 43 54 77 14	168 bd saint-germain	6	la croissanterie	4.0	saint-germain-des-pres
brasseries	2	01 43 26 67 47	18 rue vavin	6	le vavin	3.5	6eme
brasseries	2	01 43 26 67 52	52 rue dauphine	6	le buci	3.0	saint-germain-des-pres
falafel	1	01 43 26 36 00	36 rue saint-andre des arts	6	maoz	4.0	saint-michel odeon
italien  pizza	2	01 43 26 45 94	46 rue dauphine	6	pizza marinara	3.5	saint-germain-des-pres
francais	3	01 45 66 51 57	18 rue mayet	6	h. kitchen	4.0	montparnasse
bars  brasseries	2	01 43 54 28 94	166 boulevard saint-germain	6	la rhumerie	3.5	saint-germain-des-pres
francais	2	01 45 49 34 12	40 rue dragon	6	les jardins de saint germain	3.5	saint-germain-des-pres
francais  brasseries	3	01 43 29 81 80	132 boulevard saint germain	6	le relais odeon	3.5	saint-michel odeon
bars a jus de fruits & smoothies  cafes et thes  petit dejeuner & brunch	2	01 43 25 54 14	18 rue de fleurus	6	judy  cantine qualitarienne	3.5	6eme
italien	3	01 45 48 49 49	16 rue du dragon	6	l'altro	3.5	saint-germain-des-pres
francais	2	01 43 26 26 45	22 rue vaugirard	6	aux 2 oliviers	4.0	luxembourg
francais  bars	3	01 43 26 25 70	24 rue des canettes	6	boucherie rouliere	4.0	saint-germain-des-pres
bistrot	2	01 46 33 82 02	143 boulevard raspail	6	charivari	3.5	montparnasse
francais  bistrot	3	01 43 29 52 18	18 rue guisarde	6	comme a savonnieres	4.0	saint-germain-des-pres
francais  cafes  brasseries	2	01 46 34 84 11	10 rue de buci	6	cafe de paris	3.5	saint-germain-des-pres
fruits de mer  mediterraneen	4	01 43 26 02 30	2 place de l'odeon	6	la mediterranee	3.5	saint-michel odeon
brasseries	2	####	2 rue danton	6	le saint andre	3.5	saint-michel odeon
francais	3	01 44 32 15 60	3 rue racine	6	bouillon racine	4.0	saint-michel odeon
bars  brasseries	2	01 45 38 70 66	122 rue de rennes	6	le trait d'union	3.5	6eme
mauricien  reunionnais	3	01 43 26 03 10	15 rue jules chaplain	6	la charette creole	4.0	montparnasse
chinois  vietnamien	2	01 43 26 55 16	21 rue grands augustins	6	pagodon	4.0	saint-michel odeon
italien	2	01 43 29 10 18	25 rue st andre des arts	6	isolotto	3.5	saint-michel odeon
sushis  japonais	1	01 43 29 00 54	41 rue monsieur le prince	6	sushi royal	4.0	saint-michel odeon
italien	2	01 43 54 94 78	1 rue gozlin	6	pizza-vesuvio	3.5	saint-germain-des-pres
francais  petit dejeuner & brunch	4	01 44 41 99 01	13 rue des beaux-arts	6	le restaurant	4.5	saint-germain-des-pres
italien	2	01 43 54 21 68	13 rue medicis	6	fuxia	3.5	luxembourg
italien  pizza	3	01 43 25 63 40	76 rue mazarine	6	cesar saint-germain	3.5	saint-germain-des-pres
francais  marocain  cuisine orientale	2	01 42 22 55 31	71 boulevard du montparnasse	6	chez bebert	3.5	montparnasse
francais  bistrot  cuisines asiatiques	4	01 46 33 00 85	25 rue des grands-augustin	6	le kgb	4.0	saint-michel odeon
pubs  francais	2	01 43 26 38 36	32 rue dauphine	6	la taverne de nesle	4.0	saint-michel odeon
restaurants	3	01 46 33 58 98	5 rue hautefeuille	6	la tourelle	4.0	saint-michel odeon
francais  bars	4	01 43 26 68 04	51 quai des grands-augustins	6	laperouse	3.5	saint-michel odeon
creperies	2	01 43 26 30 05	10 rue mabillon	6	l'atelier	3.5	saint-germain-des-pres
francais	2	01 43 26 48 84	8 rue casimir delavigne	6	restaurant la cambuse	4.0	saint-michel odeon
francais  bars	3	01 43 54 61 58	6 place edmond rostand	6	le rostand	3.5	luxembourg
francais	2	01 42 61 09 05	4 rue saint benoit	6	le petit saint benoit	3.5	saint-germain-des-pres
italien  francais	2	01 46 33 58 97	35 rue dauphine	6	la main a la pate	3.5	saint-michel odeon
bistrot  brasseries	3	01 43 26 68 18	142 bd st germain	6	restaurant vagenende	3.5	saint-germain-des-pres
brasseries	3	01 43 26 62 93	164 boulevard saint-germain	6	le mabillon	2.5	saint-germain-des-pres
creperies  brasseries  pubs	2	09 71 58 49 64	12 rue de buci	6	le moliere	3.5	saint-germain-des-pres
francais  burger  pubs	1	01 43 54 56 45	52 rue monsieur le prince	6	pub o'prince	4.0	saint-michel odeon
fruits de mer  corse	3	01 46 33 76 90	21 rue mazarine	6	le 21	4.0	saint-germain-des-pres
francais	3	01 43 26 29 44	15 rue git-le-coeur	6	le lutin dans le jardin	4.0	saint-michel odeon
japonais	3	01 43 26 50 29	4 passage petite boucherie	6	chez hanafousa	4.0	saint-germain-des-pres
russe	3	09 84 01 45 19	145 boulevard du montparnasse	6	vatrouchka	4.0	montparnasse
francais  bars lounge  brasseries	3	01 43 26 67 76	4 carrefour de l'odeon	6	les editeurs	3.5	saint-michel odeon
cafes  brasseries	3	01 45 44 56 45	99 boulevard du montparnasse	6	le select	3.5	montparnasse
grec	3	01 85 15 27 67	17 rue gregoire de tours	6	zorba	4.0	saint-germain-des-pres
brasseries	2	01 45 44 98 81	95 boulevard du montparnasse	6	cafe de l'atelier	3.0	montparnasse
brasseries	2	01 45 48 49 50	41 rue vaugirard	6	le doucet	3.0	6eme
italien  sandwichs	3	01 44 07 09 56	18 rue de buci	6	pastavino	4.5	saint-germain-des-pres
brasseries	2	01 40 20 09 39	29 rue des saints-peres	6	le comptoir des saints peres	3.0	saint-germain-des-pres
cafes	2	01 43 26 47 10	50 rue saint-andre des arts	6	cafe malongo	4.0	saint-michel odeon
americain traditionnel	3	01 43 29 87 87	87 rue d'assas	6	coffee club	3.0	luxembourg
francais	3	01 45 48 39 28	117 rue du cherche midi	6	le bien decide	4.0	montparnasse
francais	3	01 47 83 70 05	1 rue mayet	6	la cadole	4.5	6eme
vietnamien	2	09 83 82 28 79	61 rue monsieur le prince	6	hanoi	3.5	saint-michel odeon
francais  bars lounge	3	01 53 10 19 99	62 rue mazarine	6	alcazar	3.5	saint-germain-des-pres
francais  cuisine du sud-ouest	4	01 42 22 00 11	4 rue d'assas	6	helene darroze	3.5	6eme
creperies  francais	2	01 43 26 90 49	17 rue brea	6	creperie du vieux journal	4.0	montparnasse
fruits de mer  belge	2	01 43 26 45 95	131 boulevard saint germain	6	leon de bruxelles	3.0	saint-germain-des-pres
japonais	3	01 45 48 92 27	4 rue bernard palissy	6	orient extreme	4.0	saint-germain-des-pres
indien	2	01 45 48 66 06	8 rue sainte-beuve	6	la maison du kashmir	3.5	6eme
cafes  italien	2	01 45 44 12 38	79 bd du montparnasse	6	caffe italia	4.0	montparnasse
francais	4	01 49 54 46 90	45 bd raspail	6	le paris	5.0	6eme
francais  desserts	3	01 43 54 35 80	30 rue dauphine	6	maison francart	4.5	saint-michel odeon
brasseries	2	01 45 48 03 20	120 rue de rennes	6	l'horizon	3.0	6eme
petit dejeuner & brunch  salons de the	2	01 42 22 50 40	102 rue cherche midi	6	marie the	4.0	6eme
bistrot	2	01 43 29 99 01	42 rue mazarine	6	le bistrot mazarin	3.5	saint-germain-des-pres
bars  bistrot  cafes	2	01 46 33 02 06	14 rue git-le-coeur	6	cafe latin	3.5	saint-michel odeon
cinema  francais  bars	2	01 45 44 28 80	76 rue de rennes	6	l'arlequin	4.0	6eme
francais  americain traditionnel	2	01 46 34 66 31	130 bd saint germain	6	tennessee cafe	3.5	saint-michel odeon
francais	2	01 56 24 38 40	jardin du luxembourg	6	pavillon de la fontaine	3.5	luxembourg
creperies	2	01 43 26 27 65	10 rue canettes	6	creperie des canettes	3.5	saint-germain-des-pres
japonais	3	01 42 77 46 24	12 rue stanislas	6	sous les cerisiers	4.0	6eme
desserts  americain traditionnel   fast food	2	01 45 49 25 03	35 rue du dragon	6	lili's brownies	4.0	saint-germain-des-pres
francais  Epiceries fines	3	01 40 51 00 09	62 rue de seine	6	da rosa	3.5	saint-germain-des-pres
chinois  salons de the	3	01 40 51 95 17	76 rue bonaparte	6	la maison de the	4.0	6eme
italien	2	01 45 49 19 08	57 boulevard du montparnasse	6	pizza pino	2.5	montparnasse
cafes	2	01 43 26 55 15	75 rue seine	6	le bar du marche	3.5	saint-germain-des-pres
francais	4	01 85 15 21 74	53 quai des grands augustins	6	les bouquinistes	3.5	saint-michel odeon
pizza  italien	2	01 46 33 91 15	38 rue buci	6	del papa	3.5	saint-germain-des-pres
francais	2	01 56 24 41 00	5 rue mabillon	6	cafe seraphin	3.5	saint-germain-des-pres
italien	3	01 43 25 01 11	34 rue mazarine	6	il vicolo	4.0	saint-germain-des-pres
cuisine africaine  francais	2	01 44 32 15 64	3 rue racine	6	le bouillon des colonies	3.5	saint-michel odeon
diner americain	2	01 43 29 67 07	25 rue francisque gay	6	hd diner	3.5	saint-michel odeon
francais  salons de the  petit dejeuner & brunch	3	01 56 81 18 18	4-6-8 cour du commerce saint andre	6	un dimanche a paris	4.0	saint-michel odeon
restaurants	3	01 45 48 48 08	3 rue du sabot	6	la maison georgienne	3.0	saint-germain-des-pres
francais  rotisserie	2	01 56 81 32 00	9 place saint-andre des arts	6	chez clement	3.0	saint-michel odeon
bistrot	2	01 45 48 38 23	51 bd du montparnasse	6	le 51	3.0	montparnasse
italien	4	01 45 48 62 15	149 boulevard saint-germain	6	emporio armani caffe	3.5	saint-germain-des-pres
dim sum	3	01 43 54 94 56	5 rue gregoire de tours	6	yoom	3.0	saint-germain-des-pres
chinois  traiteur	2	01 42 22 46 78	49 rue du cherche midi	6	le shanghai	3.5	6eme
burger  rotisserie	2	09 81 39 14 30	20 rue littre	6	poulet poulette	3.5	montparnasse
restaurants	1	06 24 64 26 43	42 rue jacob	6	chez poon	3.0	saint-germain-des-pres
francais	3	01 42 84 35 35	39 bd montparnasse	6	le bistrot du sud ouest	4.0	montparnasse
japonais	2	01 45 49 23 38	130 rue de vaugirard	6	nagoya	4.0	montparnasse
francais	2	01 46 33 66 96	9 rue gregoire de tours	6	la citrouille	3.5	saint-germain-des-pres
francais  brasseries	2	01 43 54 65 38	103 boulevard st germain	6	le danton	3.0	saint-michel odeon
pizza	1	01 46 33 48 07	24 rue st andre des arts	6	pizza rustica	4.0	saint-michel odeon
francais	2	####	17 rue gregoire de tours	6	le petit chalet	3.5	saint-germain-des-pres
brasseries	3	01 43 54 16 87	14 rue mabillon	6	la grille saint-germain	3.5	saint-germain-des-pres
chinois	2	01 43 54 56 15	161 boulevard du montparnasse	6	le diamant rose	4.0	montparnasse
italien	3	01 46 34 54 71	39 rue mazarine	6	amore & gelosia	4.0	saint-germain-des-pres
wok  vietnamien  thai	2	01 44 41 03 49	45 rue dauphine	6	le wok saint-germain	3.5	saint-michel odeon
jazz & blues  diner americain  francais	2	01 45 48 86 47	2 rue du sabot	6	le lup	2.5	saint-germain-des-pres
alimentation  brasseries	2	01 43 54 52 55	31 rue st andre des arts	6	cafe des arts	3.5	saint-michel odeon
brasseries  cafes	3	01 43 54 08 55	7 quai malaquais	6	le cafe des beaux arts	3.0	saint-germain-des-pres
cafes et thes  francais	3	01 42 22 05 39	17 rue de sevre	6	le plongeoir	4.0	6eme
francais  bars a cocktails	2	01 46 33 98 35	148 bd saint-germain	6	le mondrian	3.0	saint-germain-des-pres
galerie d'art  restaurants	1	01 43 25 71 26	80 rue mazarine	6	restaurant des beaux arts	3.5	saint-germain-des-pres
italien	3	01 45 44 12 53	8 rue du dragon	6	la locanda ristorante	3.0	saint-germain-des-pres
vietnamien  chinois  cuisines asiatiques	3	01 42 22 32 43	7 rue dupin	6	les trois bonheurs	3.5	6eme
bistrot  cafes  cafes et thes	2	01 43 26 67 82	8 place saint sulpice	6	cafe de la mairie	3.0	saint-germain-des-pres
francais	2	01 43 26 00 24	59 rue saint-andre des arts	6	cepe et figue	3.5	saint-michel odeon
francais	1	01 46 33 50 45	17 rue gregoire de tours	6	l'ortolan	2.0	saint-germain-des-pres
fast food  burger	1	01 45 49 18 50	167 rue de rennes	6	mcdonald's	3.0	montparnasse
francais  bars lounge	3	01 43 26 02 93	25 rue de buci	6	le germain	3.5	saint-germain-des-pres
creperies  francais	2	01 46 33 92 00	56 rue st andre des arts	6	creperie saint andre des arts	3.5	saint-michel odeon
brasseries	4	01 49 54 46 76	45 bd raspail	6	brasserie lutetia	4.0	6eme
thai  specialites culinaires	2	01 43 26 00 43	7 rue ciseaux	6	aloi	3.0	saint-germain-des-pres
francais	2	01 45 48 76 28	73 boulevard montparnasse	6	la ruche	3.5	montparnasse
francais	2	01 44 85 41 30	place de l'odeon	6	le cafe de l'odeon	3.0	saint-michel odeon
creperies	2	01 43 54 24 41	33 rue st andre des arts	6	creperie saint germain	3.0	saint-michel odeon
italien	3	01 46 34 05 60	36 rue gregoire de tours	6	casa bini	3.5	saint-germain-des-pres
brasseries  bistrot	3	09 50 03 48 33	4 place du 18 juin 1940	6	au baroudeur	3.0	montparnasse
boites de nuit clubs  francais	4	01 40 51 52 80	15 rue princesse	6	castel	3.0	saint-germain-des-pres
francais	2	01 46 33 02 02	10 rue grande chaumiere	6	wadja	3.0	montparnasse
bars a vins  Epiceries fines	2	06 88 88 48 23	60 rue du cherche midi	6	sauvage	2.0	6eme
francais	3	01 42 39 02 59	45 quai des grands augustins	6	frou frou	3.0	saint-michel odeon
fast food  burger	2	####	61 rue vaugirard	6	the hot dog corner	2.5	6eme
brasseries	1	01 40 51 80 90	3 rue brea	6	funzy cafe	3.5	6eme
vietnamien	2	01 45 48 54 60	23 boulevard du montparnasse	6	mai do	3.5	montparnasse
marocain	3	09 80 45 21 91	5 rue bernard palissy	6	le souk saint germain	3.0	saint-germain-des-pres
specialites culinaires  soupes	2	01 43 25 53 00	16 rue mabillon	6	giraudet	3.5	saint-germain-des-pres
portugais  bresilien	2	06 95 80 17 90	3 rue gregoire de tours	6	glozaria	4.0	saint-germain-des-pres
cafes	1	####	5 rue andre mazet	6	crous - ru mazet	3.0	saint-michel odeon
francais	3	01 43 54 74 59	12 rue monsieur le prince	6	chez maitre paul	5.0	saint-michel odeon
italien	3	01 40 46 99 74	2 rue conde	6	il suppli	3.5	saint-michel odeon
japonais	1	01 45 48 97 45	79 boulevard montparnasse	6	sakura	3.5	montparnasse
bars a vins  bars a tapas	2	01 46 34 84 52	33 rue mazarine	6	bar etna	3.0	saint-germain-des-pres
chinois  vietnamien	2	01 44 07 24 83	27 rue vavin	6	etoile	4.0	montparnasse
francais	3	01 45 48 58 56	67 rue de rennes	6	cafe du metro	3.0	6eme
japonais  sushis	3	01 45 44 11 18	22 rue saint-benoit	6	yen	3.5	saint-germain-des-pres
bar des sports  restaurants	2	01 43 29 15 63	18 rue princesse	6	le quartier	3.5	saint-germain-des-pres
francais  bars a jus de fruits & smoothies  cafes  vegetarien  bars a cocktails	2	09 79 71 80 79	2 place saint michel	6	paradis du fruit	3.0	saint-michel odeon
restaurants	2	01 43 29 01 29	41 rue dauphine	6	chez gandhi	5.0	saint-michel odeon
viandes	4	01 42 39 89 27	17 rue clement	6	l'Etable saint-germain	3.0	saint-germain-des-pres
pizza  italien	2	01 43 26 98 11	8 rue clement	6	le golfe de naples	3.0	saint-germain-des-pres
cuisine europeenne moderne  cafes et thes	2	01 43 29 62 67	10 rue buci	6	cafe jade	3.0	saint-germain-des-pres
creperies	2	01 43 26 15 68	27 rue saint andre des arts	6	creperie des arts	3.5	saint-michel odeon
fast food	2	01 43 54 77 14	168 boulevard saint germain	6	croissanterie la	3.5	saint-germain-des-pres
japonais	2	09 52 14 50 80	59 dauphine	6	sushi nagoya	3.5	saint-germain-des-pres
restaurants	3	01 46 34 12 08	54 rue seine	6	le temps perdu	4.0	saint-germain-des-pres
italien	2	01 43 26 90 52	9 rue guisarde	6	alfredo positano	3.0	saint-germain-des-pres
americain traditionnel   petit dejeuner & brunch  burger	2	01 43 54 18 18	4 rue princesse	6	coffee parisien	3.0	saint-germain-des-pres
japonais	2	01 43 26 68 25	64 rue monsieur le prince	6	itadaki	3.5	luxembourg
francais	3	01 43 54 74 59	12 rue monsieur le prince	6	monsieur le prince	3.0	saint-michel odeon
indien	2	01 43 29 01 00	13 rue gregoire de tours	6	old kashmir	3.0	saint-germain-des-pres
thai	1	09 80 44 19 65	1 rue hautefeuille	6	thaixpress	5.0	saint-michel odeon
bistrot  brasseries	3	06 81 33 69 95	45 rue de sevres	6	les oiseaux	2.5	6eme
belge  francais	3	01 43 21 66 62	82 bis bd du montparnasse	6	leon de bruxelles	3.0	montparnasse
francais	2	01 43 26 88 09	150 bd saint-germain	6	old navy	3.5	saint-germain-des-pres
francais  italien	3	01 43 27 43 27	6 rue de chevreuse	6	cameleon d'arabian	3.5	montparnasse
bars a vins  bistrot	3	01 45 48 06 45	2 place michel debre	6	bar de la croix rouge	3.5	saint-germain-des-pres
pizza	3	07 77 38 49 79	60 rue notre dame des champs	6	grazie italia	2.5	6eme
francais  bars	3	01 43 26 92 24	126 bd saint-germain	6	neo cafe	3.5	saint-michel odeon
burger	2	01 43 27 24 64	53 bd du montparnasse	6	bistro burger	3.0	montparnasse
thai	2	01 43 06 02 62	22 rue mayet	6	chez basilic	4.5	montparnasse
petit dejeuner & brunch	4	01 42 61 87 17	7-11 rue saint-benoit	6	les mots passants	3.5	saint-germain-des-pres
italien  bars lounge	3	09 84 27 21 21	90 rue d assas	6	gallery	2.5	luxembourg
francais	2	01 43 54 56 08	16 rue mabillon	6	lou pescadou	3.5	saint-germain-des-pres
libanais	1	01 43 29 03 44	25 rue st andre des arts	6	topoly	3.5	saint-michel odeon
italien	2	01 43 26 10 72	27 rue brea	6	villa borghese	2.0	montparnasse
bars  francais  cafes	2	01 43 26 44 27	19 rue des canettes	6	cafe six	3.5	saint-germain-des-pres
italien  pizza	3	01 56 81 05 19	20 boulevard saint-michel	6	ristorante del arte	3.0	saint-michel odeon
bars  bistrot  brasseries	2	01 43 26 56 24	22 rue dauphine	6	le nesle	3.0	saint-michel odeon
francais	2	01 44 41 09 72	6 rue odeon	6	le six odeon	3.5	saint-michel odeon
indien	3	01 43 54 59 49	47 rue monsieur le prince	6	new aqib	3.5	saint-michel odeon
mediterraneen  francais	3	01 46 33 00 47	7 rue clement	6	point bulles	3.5	saint-germain-des-pres
japonais	2	01 43 54 48 44	61 rue monsieur le prince	6	kiotori	3.5	saint-michel odeon
francais	3	01 42 22 88 98	155 bd st germain	6	taverne saint germain	3.0	saint-germain-des-pres
cafes	2	01 45 48 59 78	18 rue sevres	6	le sevres raspail	2.0	6eme
francais	3	01 42 22 66 23	104 rue du cherche midi	6	le bistrot landais	3.0	6eme
fast food	2	01 42 84 38 67	12 rue n-d des champs	6	reine house	3.5	6eme
fast food	2	01 43 54 44 40	2 boulevard st michel	6	croissant dore	4.0	saint-michel odeon
cafes	3	01 45 48 99 34	8 place du 18 juin 1940	6	cafe montparnasse	3.5	montparnasse
bars  restaurants	2	01 40 46 08 30	11 rue guisarde	6	le purdey	3.5	saint-germain-des-pres
mexicain	2	01 46 33 29 64	59 rue saint andre des arts	6	el chuncho	2.5	saint-michel odeon
libanais	4	01 43 20 19 19	121 boulevard du montparnasse	6	noura	3.0	montparnasse
cafes  chinois  patisseries	1	01 45 48 80 22	3 rue notre dame des champs	6	nezard	3.5	6eme
francais	2	01 43 26 27 33	8 boulevard saint-michel	6	le lutece	2.5	saint-michel odeon
restaurants	4	01 45 48 29 66	26 rue saint benoit	6	au saint benoit	3.0	saint-germain-des-pres
francais	3	01 43 26 50 56	8 rue montfaucon	6	cote bergamote	3.5	saint-germain-des-pres
sushis  fast food	3	01 44 07 03 11	8 rue ciseaux	6	yushi	4.0	saint-germain-des-pres
bars  cafes et thes  brasseries	2	01 46 34 26 26	5 rue de buci	6	les etages	2.5	saint-germain-des-pres
bagels  petit dejeuner & brunch  sandwichs	1	01 46 34 88 27	46 rue monsieur-le-prince	6	bagelstein	3.5	saint-michel odeon
cafes  salle de concert  petit dejeuner & brunch	3	01 43 26 33 04	26 rue de vaugirard	6	buvette des gaufres	4.0	6eme
francais	4	01 43 26 99 27	19 rue brea	6	sensing	3.5	montparnasse
bars  cafes  cafes et thes	3	01 43 27 47 11	127 boulevard du montparnasse	6	chez fernand	3.5	montparnasse
restaurants	2	01 44 07 08 06	41 rue dauphine	6	chez gandhi	4.0	saint-michel odeon
francais	3	01 44 41 01 09	6 rue des ciseaux	6	le petula	3.5	saint-germain-des-pres
sushis	2	01 42 22 25 21	32 rue saint-placide	6	mandarine sushi	3.0	6eme
japonais	2	01 43 54 44 66	58 rue monsieur le prince	6	yokorama	3.0	saint-michel odeon
sandwichs  francais	2	01 43 25 60 55	17 rue des beaux-arts	6	la charrette des beaux-arts	3.5	saint-germain-des-pres
japonais	2	01 42 22 32 59	49 bd montparnasse	6	tokugawa	3.5	montparnasse
grec	2	01 71 70 60 59	20 rue saint placide	6	evi evane traiteur	3.0	6eme
sushis  japonais	2	08 26 82 66 28	71 rue du cherche midi	6	sushi shop	3.0	6eme
thai  fast food	1	####	9-11 place saint-andre des arts	6	thai xpress	2.5	saint-michel odeon
galerie d'art  francais	3	01 43 54 18 21	1 rue de conde	6	les cinoches	3.5	saint-michel odeon
traiteur  japonais	2	01 43 29 16 51	55 rue rue saint-andre-des-arts	6	matsudo	3.5	saint-michel odeon
chinois  vietnamien  thai	3	01 45 48 33 18	51 bd du montparnasse	6	le dragon d'argent	3.0	montparnasse
francais  italien	4	01 42 22 14 40	5 rue bernard palissy	6	les valseuses	3.0	saint-germain-des-pres
pubs  restaurants	2	01 45 48 27 70	59 bd montparnasse	6	la marine	3.0	montparnasse
japonais  sushis  fast food  livraisons a domicile	2	08 26 88 26 88	169 boulevard saint germain	6	sushi west saint germain	3.5	saint-germain-des-pres
salades  sandwichs	2	01 43 20 89 65	151 bis rue rennes	6	still good	3.0	6eme
japonais  sushis	2	01 55 42 02 56	18 rue monsieur le prince	6	tokyotori	3.0	saint-michel odeon
indien	2	01 45 44 26 77	56 bd du montparnasse	6	etoile du kashmir	3.5	montparnasse
francais  bistrot  brasseries	3	01 45 48 97 51	71 bd montparnasse	6	la consigne	3.0	montparnasse
francais	2	####	9 rue huysmans	6	le cabriolet	1.0	6eme
alimentation  brasseries	3	01 43 25 69 77	15 place st andre des arts	6	la gentilhommiere	1.5	saint-michel odeon
